,Source airport ID,OutFlight,InFlight,TotalFlight,Airlines,Airport ID,Name,City,Country,IATA/FAA,Latitude,Longitude,Altitude
0,2965.0,26.0,26.0,52.0,"['SZ', 'HY', '2B', 'R3', 'U6', 'S7', '7J', 'SU', 'PC', 'UN', 'TK', 'B2', '9U', 'Y7', 'QN']",2965,Sochi,Sochi,Russia,AER,43.449928,39.956589,89
1,2966.0,8.0,8.0,16.0,"['3R', 'S7', 'SU', 'TK', '2B', 'DV']",2966,Astrakhan,Astrakhan,Russia,ASF,46.283333,48.006278,-65
2,2968.0,20.0,20.0,40.0,"['OK', 'U6', 'S7', 'SU', '2G', '2B', 'QH']",2968,Balandino,Chelyabinsk,Russia,CEK,55.305836,61.503333,769
3,4029.0,320.0,322.0,642.0,"['YK', 'HY', 'YM', 'BA', 'ZM', '3R', 'YC', 'U6', 'S7', 'BJ', 'U2', 'BT', 'SZ', 'BV', 'KM', 'DV', 'HG', 'I8', 'YQ', 'R2', 'SU', 'TU', 'IOS', '7J', 'G9', 'PC', 'A3', '7R', 'A9', 'TG', 'Z6', 'UL', '9U', 'LX', 'LY', 'EL', 'CI', 'AB', 'MS', 'EK', 'PS', 'EG', 'T5', 'GY', 'TP', 'CX', 'EY', 'VN', '2B', 'QH', 'AY', 'VY', 'IB', 'JL', 'QR', 'UA', 'SQ', 'J2', 'ST', 'SN', 'KR', '6R', 'UN', 'RJ', 'B2', '6W', 'LH', 'OS', 'Y7']",4029,Domododevo,Moscow,Russia,DME,55.408611,37.906110999999996,588
4,6156.0,11.0,11.0,22.0,"['R3', '3R', 'KR', '7R', '2B', 'YQ', 'Y7']",6156,Belgorod International Airport,Belgorod,Russia,EGO,50.6438,36.5901,735
5,2922.0,64.0,64.0,128.0,"['HY', 'BA', 'FZ', 'U6', 'S7', 'BT', 'SU', 'FG', 'DV', 'PS', 'IOS', 'LH', 'PC', 'TK', 'AF', 'IR', 'CZ', '2B', 'AZ', 'KC', 'QR', 'OK', 'UA', 'J2', 'W6', 'B2', 'UJ', 'OS', 'Y7']",2922,Heydar Aliyev,Baku,Azerbaijan,GYD,40.4675,50.046667,10
6,2952.0,14.0,14.0,28.0,"['PS', 'AB', '2B', 'U6', 'S7', 'SU', 'BT', 'HY', 'B2', 'UN']",2952,Khrabrovo,Kaliningrad,Russia,KGD,54.89005,20.592633,42
7,2990.0,28.0,28.0,56.0,"['KC', 'SZ', 'YK', 'HY', 'FV', 'FZ', 'U6', 'S7', 'G9', 'UR', 'UN', 'SU', '2B', '8Q', 'TK']",2990,Kazan,Kazan,Russia,KZN,55.606186,49.278728,411
8,2948.0,181.0,182.0,363.0,"['YK', 'HY', 'BA', 'FV', '3R', 'YC', 'U6', 'S7', 'BJ', 'HU', 'BT', 'FB', '5N', 'KM', 'DY', 'YQ', 'I8', 'IB', 'R2', 'LO', 'R3', '7J', 'LH', 'A3', '7R', '9U', 'LX', 'LY', 'AB', 'EK', 'AF', 'PS', 'EG', 'AP', '2B', 'AY', 'VY', 'AZ', 'KC', 'SZ', 'OK', 'KE', 'UA', 'TK', 'J2', 'KL', 'SK', '6R', 'UN', 'SU', 'B2', 'UJ', 'OV', 'OS', 'Y7', 'QN']",2948,Pulkovo,St. Petersburg,Russia,LED,59.800292000000006,30.262503000000002,78
9,2962.0,22.0,22.0,44.0,"['HY', 'U6', 'R3', 'FZ', 'SU', 'S7', 'J2', 'UN', '7R', '2B', '6W', 'DV', 'Y7']",2962,Mineralnyye Vody,Mineralnye Vody,Russia,MRV,44.225072,43.081889000000004,1054
10,6969.0,7.0,7.0,14.0,"['KK', 'U6', 'SU', '2B']",6969,Begishevo,Nizhnekamsk,Russia,NBC,55.34,52.06,50
11,2972.0,14.0,14.0,28.0,"['SZ', 'IOS', 'YC', 'U6', 'S7', 'SU', 'UR', '2B']",2972,Nizhnevartovsk,Nizhnevartovsk,Russia,NJC,60.949272,76.48361700000001,177
12,4364.0,16.0,16.0,32.0,"['R3', 'IOS', 'YC', 'S7', 'SU', 'UR', 'UN', '7R', '2B', '4G']",4364,Novyi Urengoy,Novy Urengoy,Russia,NUX,66.041811,76.31393800000001,20
13,4078.0,86.0,89.0,175.0,"['YK', 'HY', 'YC', 'U6', 'S7', 'HU', 'J2', 'PS', 'IOS', '7J', '7R', 'TK', 'CZ', '2G', '2B', 'KC', 'SZ', 'SU', 'UR', 'KR', '6R', 'UN', 'QH', 'Y7']",4078,Tolmachevo,Novosibirsk,Russia,OVB,55.012622,82.65065600000001,365
14,2975.0,97.0,101.0,198.0,"['YK', 'HY', 'FZ', 'U6', 'S7', 'J2', 'I8', '7J', 'G9', '7R', 'YC', 'TK', 'PS', 'EG', '2B', 'AY', '4G', 'KC', 'SZ', 'OK', 'SU', 'UR', 'KR', 'UN', 'B2', '6W', 'QH', 'Y7', 'QN']",2975,Koltsovo,Yekaterinburg,Russia,SVX,56.74310799999999,60.802728,764
15,6160.0,4.0,4.0,8.0,"['IOS', '2B']",6160,Bugulma Airport,Bugulma,Russia,UUA,54.64,52.8017,991
16,2936.0,4.0,4.0,8.0,"['2G', 'S7', 'R3']",2936,Bratsk,Bratsk,Russia,BTK,56.37055600000001,101.69833100000001,1610
17,2935.0,11.0,11.0,22.0,"['IOS', 'CA', 'U6', 'S7', 'SU', 'HU', '2G', 'Y7']",2935,Kadala,Chita,Russia,HTA,52.026317,113.30555600000001,2272
18,2937.0,39.0,39.0,78.0,"['SZ', 'YK', 'R3', 'S7', 'U6', 'IOS', 'SU', 'HU', 'KR', '6R', '2G', 'UN', 'Y7']",2937,Irkutsk,Irkutsk,Russia,IKT,52.268028,104.388975,1675
19,2925.0,9.0,8.0,17.0,"['6R', '2G', 'Y7', 'R3']",2925,Mirny,Mirnyj,Russia,MJZ,62.534689,114.038928,1156
20,8944.0,2.0,2.0,4.0,"['2G', 'IOS']",8944,Bodaibo,Bodaibo,Russia,ODO,57.5137,114.1348,940
21,6924.0,2.0,2.0,4.0,"['2G', 'IOS']",6924,Ust-Kut,Ust-Kut,Russia,UKX,56.85,105.7167,2033
22,9026.0,6.0,6.0,12.0,"['6R', '2G', 'IOS', 'PI', 'R3']",9026,Lensk,Lensk,Russia,ULK,60.723,114.825,843
23,2923.0,33.0,33.0,66.0,"['R3', 'IOS', 'U6', 'S7', 'SU', '6R', '2G', 'UN', 'PI']",2923,Yakutsk,Yakutsk,Russia,YKS,62.09325,129.770672,325
24,2786.0,2.0,2.0,4.0,"['W4', '2I']",2786,Coronel Fap Alfredo Mendivil Duarte,Ayacucho,Peru,AYP,-13.154819,-74.204417,8917
25,2812.0,11.0,11.0,22.0,"['LA', 'P9', 'AM', 'Z8', 'JJ', 'IB', '2I']",2812,Teniente Alejandro Velasco Astete Intl,Cuzco,Peru,CUZ,-13.535722,-71.938781,10860
26,6067.0,2.0,2.0,4.0,"['W4', '2I']",6067,Alferez Fap David Figueroa Fernandini Airport,Huánuco,Peru,HUU,-9.878811,-76.204797,6070
27,2801.0,7.0,7.0,14.0,"['P9', '2I', 'CM', 'LA']",2801,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,IQT,-3.784739,-73.308806,306
28,2789.0,113.0,113.0,226.0,"['DL', 'JL', 'US', 'JJ', 'NK', 'LA', 'LH', 'TA', 'AA', 'AC', 'CM', 'AF', 'P9', 'AM', 'AR', 'AV', 'IB', 'EQ', '2I', 'UX', 'KE', 'AZ', 'KL', 'B6', 'W4', 'UA']",2789,Jorge Chavez Intl,Lima,Peru,LIM,-12.021889,-77.114319,113
29,2781.0,6.0,6.0,12.0,"['P9', '2I', 'LA']",2781,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,PCL,-8.377939,-74.574297,513
30,2808.0,3.0,3.0,6.0,"['2I', 'LA']",2808,Padre Aldamiz,Puerto Maldonado,Peru,PEM,-12.613611,-69.228611,659
31,2806.0,6.0,6.0,12.0,"['P9', '2I', 'LA']",2806,Cadete Guillermo Del Castillo Paredes,Tarapoto,Peru,TPP,-6.508742,-76.37324699999999,869
32,253.0,50.0,52.0,102.0,"['DN', 'S9', 'HF', 'TU', 'KQ', 'LH', 'TK', 'E2', 'AC', 'EK', 'AF', 'AH', 'L6', 'AT', 'ET', 'AZ', '2J', 'ME', 'SS', 'QC', 'W3', 'SN', 'MS', 'SA', 'UA']",253,Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,ABJ,5.261386,-3.9262940000000004,21
33,248.0,50.0,49.0,99.0,"['DL', 'BA', 'S9', 'TP', '5G', 'HF', 'WB', 'AZ', '3G', 'LH', 'TK', 'E2', 'AA', 'EK', 'AT', 'AW', 'ET', 'IB', '2J', 'ME', 'SW', 'KL', 'KQ', 'W3', 'MS', 'SA']",248,Kotoka Intl,Accra,Ghana,ACC,5.605186,-0.166786,205
34,1044.0,28.0,27.0,55.0,"['DN', 'ZI', 'DH', 'AF', 'AH', 'TU', 'TP', 'L6', 'KQ', 'AT', 'ET', 'SA', 'HF', '2J']",1044,Senou,Bamako,Mali,BKO,12.533544000000001,-7.949944,1247
35,247.0,2.0,2.0,4.0,['2J'],247,Bobo Dioulasso,Bobo-dioulasso,Burkina Faso,BOY,11.160055999999999,-4.3309690000000005,1511
36,245.0,41.0,39.0,80.0,"['DN', 'AC', 'LC', 'DH', 'AF', 'Q8', 'UA', 'QC', 'LH', 'L6', 'KQ', 'C8', 'W3', 'AT', 'ET', 'SA', 'HF', '2J', 'SN']",245,Cadjehoun,Cotonou,Benin,COO,6.357228,2.384353,19
37,1084.0,67.0,67.0,134.0,"['DN', 'DL', 'DH', 'TP', 'VY', 'HF', 'AZ', '3G', 'TU', 'LH', '2J', 'NT', 'E2', 'AA', 'AC', 'EK', 'AF', 'AH', 'L6', 'VR', 'AT', 'ET', 'IB', 'IG', 'UX', 'SS', 'US', 'KQ', 'W3', 'SN', 'TK', 'SA', 'UA']",1084,Leopold Sedar Senghor Intl,Dakar,Senegal,DKR,14.739707999999998,-17.490225,85
38,298.0,20.0,21.0,41.0,"['AF', 'UA', 'LH', 'AT', 'ET', 'HF', '2J', 'SN']",298,Gnassingbe Eyadema Intl,Lome,Togo,LFW,6.165611,1.2545110000000002,72
39,280.0,17.0,17.0,34.0,"['DN', 'DL', 'AF', 'AH', 'KL', 'AT', 'ET', '2J', 'TK']",280,Diori Hamani,Niamey,Niger,NIM,13.481547,2.183614,732
40,246.0,33.0,33.0,66.0,"['DN', 'AC', 'TU', 'UA', 'AF', 'AH', 'TK', 'DL', 'LH', 'KL', 'AT', 'ET', 'HF', '2J', 'SN']",246,Ouagadougou,Ouagadougou,Burkina Faso,OUA,12.353194,-1.512417,1037
41,2709.0,152.0,155.0,307.0,"['DL', 'JJ', 'NK', 'LA', 'LH', 'V0', '9R', 'AA', 'AC', 'CM', 'AF', 'AM', '4O', 'AR', 'AV', 'IB', 'EQ', 'CU', '2K', 'US', 'B6', 'UA']",2709,Eldorado Intl,Bogota,Colombia,BOG,4.701594,-74.146947,8361
42,2715.0,30.0,27.0,57.0,"['AA', 'IB', 'CM', 'LA', 'UA', 'LH', 'US', 'AV', '9R', 'EQ', '2K']",2715,Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,3.543222,-76.38158299999999,3162
43,2673.0,35.0,36.0,71.0,"['AA', 'XL', 'CM', 'AF', 'LA', 'KL', 'AV', 'IB', 'EQ', '2K']",2673,Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,-2.157419,-79.883558,19
44,2670.0,3.0,3.0,6.0,"['EQ', '2K']",2670,Francisco De Orellana,Coca,Ecuador,OCC,-0.46288599999999996,-76.98684200000001,834
45,6045.0,4.0,4.0,8.0,"['AA', 'EQ', 'XL', '2K']",6045,San Cristóbal Airport,San Cristóbal,Ecuador,SCY,-0.910206,-89.61745,62
46,2688.0,38.0,37.0,75.0,"['AA', 'DL', 'XL', 'CM', 'AF', 'UA', 'LA', 'AM', 'LH', 'KL', 'AV', 'IB', 'EQ', '2K']",2688,Mariscal Sucre Intl,Quito,Ecuador,UIO,-0.141144,-78.488214,9228
47,1506.0,22.0,22.0,44.0,"['FR', 'AB', '4U', 'U2', '2L', 'AZ', 'IG']",1506,Casale,Brindisi,Italy,BDS,40.657633000000004,17.947032999999998,47
48,1264.0,67.0,67.0,134.0,"['TU', 'FR', 'IB', 'EI', 'BA', 'AF', 'AH', 'F7', 'TS', 'CE', 'KL', 'TP', 'A3', 'A5', 'AT', 'V7', '2L', 'VY', 'AZ', 'U2']",1264,Merignac,Bordeaux,France,BOD,44.828334999999996,-0.7155560000000001,162
49,490.0,100.0,100.0,200.0,"['FR', 'EI', 'GR', 'TCX', 'BM', 'KM', 'KL', 'TO', 'SI', 'ST', 'SN', 'TOM', '2L', 'AZ', 'U2']",490,Bristol,Bristol,United Kingdom,BRS,51.382669,-2.719089,622
50,1665.0,166.0,163.0,329.0,"['BA', 'HU', '2L', 'SU', 'DY', 'RJ', 'LG', 'IB', 'TP', 'MS', 'LO', 'TU', 'LH', 'PC', 'A3', 'A5', 'SN', 'T7', 'RO', 'U2', 'LX', 'LY', 'AA', 'AC', 'AB', 'EI', 'KU', 'EK', 'AF', 'AH', 'CA', '4U', 'CX', 'EY', 'AT', 'AY', 'ET', 'AZ', 'ME', 'US', 'QR', 'F7', 'UA', 'SV', 'KM', 'KL', 'SK', 'W6', 'SI', 'PS', 'B2', 'QF', 'TK', 'OS']",1665,Geneve Cointrin,Geneva,Switzerland,GVA,46.238064,6.10895,1411
51,1197.0,93.0,97.0,190.0,"['TOM', 'BA', 'JU', 'DE', 'S7', 'U2', 'BT', 'FB', 'IZ', 'SU', 'DY', 'HG', 'PS', 'TCX', 'LO', 'R3', 'LH', 'TO', 'A3', 'LS', 'RO', '9U', 'LX', 'LY', 'AA', 'AC', 'AB', 'U6', 'MS', 'EK', 'AF', 'ZB', 'GF', 'CY', 'EY', '2L', 'ET', 'AZ', 'ME', 'US', 'QR', 'WU', 'KM', 'KL', 'W6', 'UN', 'RJ', 'B2', 'OS']",1197,Larnaca,Larnaca,Cyprus,LCA,34.875116999999996,33.62485,8
52,1054.0,153.0,153.0,306.0,"['FR', 'TOM', 'HQ', 'U2', 'DE', 'HV', 'S4', 'HK', 'DY', 'HG', 'LG', 'IB', 'TCX', 'TO', 'LS', 'X3', 'NT', 'LX', 'PM', 'AA', 'AB', 'EI', '4U', 'ZB', 'L6', 'AT', '2L', 'VY', 'AZ', 'QS', 'OK', 'UX', 'ST', 'SK', 'OS', 'SE']",1054,Gran Canaria,Gran Canaria,Spain,LPA,27.931886,-15.386586,78
53,4197.0,6.0,6.0,12.0,"['AB', '4T', 'MS', '2L', 'HG', 'LX']",4197,Marsa Alam Intl,Marsa Alam,Egypt,RMF,25.557111,34.583711,251
54,1056.0,159.0,159.0,318.0,"['FR', 'TOM', 'HQ', 'BA', 'DE', 'HV', 'U2', 'DY', 'HG', 'LG', 'TCX', 'TO', 'LS', 'V7', 'X3', 'NT', 'LX', 'AB', 'EI', 'PS', 'ZB', '2L', 'VY', 'IB', 'IG', 'QS', 'UX', 'SU', 'ST', 'UN', 'W2', '6Y', 'OS']",1056,Tenerife Sur,Tenerife,Spain,TFS,28.044475,-16.572489,209
55,1678.0,247.0,247.0,494.0,"['DL', 'YM', 'BA', 'XQ', 'JU', 'JP', 'HU', 'BT', '2L', 'FB', 'SU', '3L', 'FI', 'RJ', 'HG', 'WY', 'W2', 'NH', 'PS', 'VY', 'IB', 'TP', 'LO', 'TU', 'LH', 'JA', 'PC', 'A3', 'SN', 'TG', 'U2', 'LX', 'LY', 'AA', 'AC', 'AB', 'EI', 'EK', 'AF', 'AI', '4T', '4U', 'S4', 'CY', 'EY', 'AT', 'AY', 'ET', 'AZ', 'K2', 'SA', 'IG', 'US', 'QS', 'QR', 'OK', 'KE', 'F7', 'UA', 'SQ', 'MH', 'KM', 'KL', 'SK', 'UL', 'SI', 'OZ', 'MS', 'QF', 'TK', 'OU', 'OS']",1678,Zurich,Zurich,Switzerland,ZRH,47.464721999999995,8.549167,1416
56,730.0,2.0,2.0,4.0,"['SK', '2N']",730,Arvidsjaur,Arvidsjaur,Sweden,AJR,65.590278,19.281944,1245
57,737.0,219.0,220.0,439.0,"['BA', 'XQ', 'JU', 'BJ', 'HU', 'BT', 'TP', 'DY', 'FI', 'ST', 'HG', 'LG', 'VY', 'IB', 'LO', 'LH', 'PC', 'A3', 'TK', 'Z4', 'TG', 'U2', 'IR', 'W2', 'AA', 'AB', 'EI', 'EK', 'AF', 'CA', '4U', 'S4', 'EY', 'AT', 'AY', 'ET', '2N', 'AZ', 'EP', 'QS', 'QR', 'OK', 'KE', 'UA', 'SU', 'KL', 'SK', 'LX', 'B2', 'QF', 'OV', 'OS']",737,Arlanda,Stockholm,Sweden,ARN,59.65194399999999,17.918611,137
58,715.0,4.0,4.0,8.0,"['SK', '2N']",715,Gallivare,Gallivare,Sweden,GEV,67.132408,20.814636,1027
59,709.0,6.0,4.0,10.0,"['SK', 'TF', '2N', 'DC']",709,Halmstad,Halmstad,Sweden,HAD,56.691128000000006,12.820211,101
60,5599.0,2.0,2.0,4.0,"['SK', '2N']",5599,Hemavan Airport,Hemavan,Sweden,HMV,65.806111,15.082778,1503
61,688.0,2.0,2.0,4.0,['2N'],688,Jonkoping,Joenkoeping,Sweden,JKG,57.757594,14.068731,741
62,435.0,3.0,3.0,6.0,"['AY', 'BE', '2N']",435,Kruunupyy,Kruunupyy,Finland,KOK,63.721171999999996,23.143131,84
63,718.0,4.0,4.0,8.0,"['SK', '2N']",718,Kramfors Solleftea,Kramfors,Sweden,KRF,63.048596999999994,17.768856,34
64,5595.0,2.0,2.0,4.0,"['2N', 'DY']",5595,Karlstad Airport,Karlstad,Sweden,KSD,59.4447,13.3374,352
65,719.0,4.0,4.0,8.0,"['SK', '2N']",719,Lycksele,Lycksele,Sweden,LYC,64.548322,18.716219,705
66,442.0,4.0,4.0,8.0,"['AY', 'BE', '2N']",442,Mariehamn,Mariehamn,Finland,MHQ,60.122203000000006,19.898156,17
67,722.0,1.0,1.0,2.0,['2N'],722,Ornskoldsvik,Ornskoldsvik,Sweden,OER,63.408339,18.990039000000003,354
68,644.0,180.0,183.0,363.0,"['WF', 'BA', 'BM', 'HU', 'BT', 'TP', 'M3', 'DY', 'FI', 'VY', 'IB', 'LH', 'A3', 'TK', 'PK', 'LX', 'AA', 'AC', 'AB', 'AF', '4U', 'TG', 'AY', 'ET', '2N', 'AZ', 'QR', 'UA', 'SU', 'KL', 'SK', 'SN', 'DX', 'OV', 'OS']",644,Gardermoen,Oslo,Norway,OSL,60.193917000000006,11.100361,681
69,448.0,3.0,3.0,6.0,"['2N', 'W2']",448,Pori,Pori,Finland,POR,61.461686,21.799982999999997,44
70,460.0,8.0,8.0,16.0,"['SK', 'BT', 'W6', 'DY', 'AY', 'TG', '2N']",460,Turku,Turku,Finland,TKU,60.51414200000001,22.262808,161
71,664.0,37.0,37.0,74.0,"['WF', 'FR', 'KL', 'SK', 'W6', 'DY', '2N', 'AZ']",664,Torp,Sandefjord,Norway,TRF,59.186703,10.258628,286
72,746.0,8.0,8.0,16.0,"['SK', 'TF', '2N', 'DC']",746,Visby,Visby,Sweden,VBY,57.662797,18.346211,164
73,729.0,4.0,4.0,8.0,"['SK', '2N']",729,Vilhelmina,Vilhelmina,Sweden,VHM,64.579083,16.833575,1140
74,711.0,7.0,8.0,15.0,"['FR', 'DC', 'SK', 'TF', 'OV', '2N']",711,Kronoberg,Vaxjo,Sweden,VXO,56.929143999999994,14.727994,610
75,3531.0,11.0,6.0,17.0,"['AS', '2O', '8D', '7H']",3531,Kodiak,Kodiak,United States,ADQ,57.749967000000005,-152.493856,78
76,7167.0,1.0,1.0,2.0,['2O'],7167,Amook Bay Seaplane Base,Amook Bay,United States,AOS,57.471389,-153.815278,0
77,7168.0,1.0,1.0,2.0,['2O'],7168,Kitoi Bay Seaplane Base,Kitoi Bay,United States,KKB,58.190833,-152.370556,0
78,7162.0,1.0,1.0,2.0,['2O'],7162,Larsen Bay Airport,Larsen Bay,United States,KLN,57.535,-153.976667,87
79,7164.0,2.0,2.0,4.0,"['2O', '8D']",7164,Ouzinkie Airport,Ouzinkie,United States,KOZ,57.922876,-152.50051100000002,55
80,7173.0,1.0,1.0,2.0,['2O'],7173,Seal Bay Seaplane Base,Seal Bay,United States,SYB,58.166667000000004,-152.5,0
81,6019.0,2.0,2.0,4.0,"['PR', '2P']",6019,Basco Airport,Basco,Philippines,BSO,20.451322,121.979883,291
82,4200.0,4.0,4.0,8.0,"['PR', '2P', '5J']",4200,Butuan,Butuan,Philippines,BXU,8.951322,125.477972,141
83,2399.0,3.0,3.0,6.0,"['PR', '2P', '5J']",2399,Cotabato,Cotabato,Philippines,CBO,7.165242,124.20961899999999,189
84,2400.0,7.0,7.0,14.0,"['PR', '2P', '5J']",2400,Cagayan De Oro,Ladag,Philippines,CGY,8.415619,124.61121899999999,601
85,6024.0,2.0,2.0,4.0,"['PR', '2P']",6024,Catarman National Airport,Catarman,Philippines,CRM,12.502417,124.635778,6
86,2425.0,4.0,4.0,8.0,"['PR', '2P', '5J']",2425,Dumaguete,Dumaguete,Philippines,DGT,9.333714,123.300472,15
87,8076.0,48.0,44.0,92.0,"['PR', 'QR', '2P', 'J9', 'W6', 'FZ', 'U6', 'MH', 'BI', 'GF', 'UN']",8076,Dubai Al Maktoum,Dubai,United Arab Emirates,DWC,24.55056,55.103173999999996,170
88,6011.0,5.0,5.0,10.0,"['PR', '2P', '5J']",6011,General Santos International Airport,General Santos City,Philippines,GES,6.106439,125.2353,28
89,2430.0,18.0,18.0,36.0,"['PR', 'PQ', '2P', 'DG', 'AK', 'TR', '5J', 'Z2']",2430,Kalibo,Kalibo,Philippines,KLO,11.679431,122.376294,14
90,4203.0,4.0,4.0,8.0,"['PR', '2P', '5J']",4203,Legazpi,Legazpi,Philippines,LGP,13.157064000000002,123.746247,66
91,2397.0,193.0,193.0,386.0,"['DL', 'DG', 'BI', 'SV', 'JL', 'BR', '5J', 'NH', 'PQ', '7C', 'PX', 'TR', 'NX', 'TG', 'Z2', 'PR', 'CI', '2P', 'EK', 'AF', 'CA', 'VN', 'CZ', 'CX', 'EY', 'GA', '3K', 'KA', 'QR', 'KE', 'GF', 'SQ', 'MH', 'KL', 'MU', 'OZ', 'KU', 'QF', 'UA']",2397,Ninoy Aquino Intl,Manila,Philippines,MNL,14.508647,121.019581,75
92,4002.0,4.0,4.0,8.0,"['PR', '2P', '5J']",4002,Godofredo P,Caticlan,Philippines,MPH,11.9214999,121.95299999999999,20
93,4204.0,4.0,4.0,8.0,"['PR', '2P', '5J']",4204,Ozamis,Ozamis,Philippines,OZC,8.178508,123.84173100000001,75
94,2433.0,9.0,9.0,18.0,"['PR', '2P', 'DG', 'MH', '5J', 'Z2']",2433,Puerto Princesa,Puerto Princesa,Philippines,PPS,9.742119,118.75873100000001,71
95,6026.0,3.0,3.0,6.0,"['PR', '2P', '5J']",6026,Roxas Airport,Roxas City,Philippines,RXS,11.597669,122.75166899999999,10
96,6016.0,3.0,3.0,6.0,"['PR', '2P', '5J']",6016,Surigao Airport,Sangley Point,Philippines,SUG,9.757567,125.47932800000001,20
97,6021.0,3.0,3.0,6.0,"['PR', '2P', '5J']",6021,Tuguegarao Airport,Tuguegarao,Philippines,TUG,17.638310999999998,121.73061399999999,70
98,2404.0,6.0,6.0,12.0,"['PR', '2P', '5J']",2404,Zamboanga Intl,Zamboanga,Philippines,ZAM,6.9224190000000005,122.059633,33
99,7376.0,4.0,4.0,8.0,"['AD', '2Z']",7376,Araguaina Airport,Araguaina,Brazil,AUX,-7.228333,-48.240833,771
100,7373.0,6.0,6.0,12.0,"['Y8', 'AD', '2Z']",7373,Barreiras Airport,Barreiras,Brazil,BRA,-12.083333,-45.0,1356
101,2531.0,98.0,99.0,197.0,"['AA', 'US', 'DL', 'G3', 'AD', 'CM', 'AF', '2Z', 'Y8', 'TP', 'AR', 'S5', 'JJ', 'O6']",2531,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,-15.8711,-47.918625,3479
102,2535.0,3.0,3.0,6.0,"['AD', '2Z']",2535,Cascavel,Cascavel,Brazil,CAC,-25.000339,-53.500764000000004,2473
103,2548.0,33.0,33.0,66.0,"['G3', 'AD', '2Z', 'Y8', 'JJ', 'O6']",2548,Marechal Rondon,Cuiaba,Brazil,CGB,-15.652931,-56.116718999999996,617
104,2538.0,17.0,17.0,34.0,"['O6', 'JJ', 'G3', 'AD', '2Z']",2538,Campo Grande,Campo Grande,Brazil,CGR,-20.468667,-54.6725,1833
105,7380.0,3.0,3.0,6.0,"['AD', '2Z']",7380,Dourados Airport,Dourados,Brazil,DOU,-22.220833,-54.80583299999999,1433
106,2560.0,98.0,96.0,194.0,"['DL', 'BA', '5Q', 'TP', 'JJ', 'O6', 'DT', 'AZ', 'G3', 'EK', 'LA', 'PZ', 'LH', 'TA', 'AA', 'AD', 'CM', 'AF', '2Z', 'AR', 'AV', 'ET', 'IB', 'KE', 'US', 'KL', 'UA']",2560,Galeao Antonio Carlos Jobim,Rio De Janeiro,Brazil,GIG,-22.808903,-43.243646999999996,28
107,2564.0,193.0,194.0,387.0,"['DL', 'BA', '5Q', 'TP', 'JJ', 'O6', 'DT', 'IB', 'G3', 'EK', 'LA', 'PZ', 'LH', 'TK', 'LX', 'TA', 'AA', 'AC', 'AD', 'CM', 'AF', 'CA', 'AM', '2Z', 'AR', 'EY', 'AT', 'AV', 'ET', 'AZ', 'EQ', 'QR', 'UX', 'KE', 'H2', 'SQ', 'OB', 'US', 'KL', 'Y8', 'SA', 'UA']",2564,Guarulhos Gov Andre Franco Montouro,Sao Paulo,Brazil,GRU,-23.432075,-46.469511,2459
108,2562.0,21.0,22.0,43.0,"['G3', 'AD', '2Z', 'Y8', 'S5', 'JJ']",2562,Santa Genoveva,Goiania,Brazil,GYN,-16.632033,-49.220686,2450
109,7367.0,3.0,3.0,6.0,"['AD', '2Z']",7367,Sinop Airport,Sinop,Brazil,OPS,-11.885,-55.586000000000006,10
110,2528.0,13.0,12.0,25.0,"['Y8', 'AD', '2Z']",2528,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,-19.851181,-43.950628,2589
111,4214.0,7.0,7.0,14.0,"['JJ', 'G3', 'AD', '2Z']",4214,Palmas,Palmas,Brazil,PMW,-10.241667,-48.352779999999996,774
112,2613.0,19.0,19.0,38.0,"['Y8', 'JJ', 'AD', '2Z']",2613,Leite Lopes,Ribeirao Preto,Brazil,RAO,-21.134167,-47.774189,1802
113,2619.0,8.0,8.0,16.0,"['Y8', 'JJ', 'AD', '2Z']",2619,Sao Jose Do Rio Preto,Sao Jose Do Rio Preto,Brazil,SJP,-20.816567000000003,-49.406511,1784
114,2621.0,58.0,58.0,116.0,"['AA', 'US', 'G3', 'AD', 'ABJ', 'DE', '2Z', 'Y8', 'TP', 'JJ', 'O6', 'UX']",2621,Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,-12.910994,-38.331044,64
115,2635.0,4.0,4.0,8.0,"['AD', '2Z']",2635,Uberaba,Uberaba,Brazil,UBA,-19.765,-47.964778,2655
116,2633.0,15.0,15.0,30.0,"['Y8', 'JJ', 'G3', 'AD', '2Z']",2633,Ten Cel Av Cesar Bombonato,Uberlandia,Brazil,UDI,-18.882844,-48.225594,3094
117,6039.0,6.0,6.0,12.0,"['Y8', 'AD', '2Z']",6039,Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC,-14.862760999999999,-40.863106,2998
118,5726.0,2.0,2.0,4.0,['3E'],5726,Southeast Iowa Regional Airport,Burlington,United States,BRL,40.7832,-91.1255,698
